ID,RAJ2000,DEJ2000,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag,phot_bp_mean_mag_error,phot_rp_mean_mag,phot_rp_mean_mag_error,radial_velocity,radial_velocity_error,ra_epoch2000,ra_epoch2000_error,dec_epoch2000,dec_epoch2000_error,astrometric_chi2_al,astrometric_n_good_obs_al,phot_bp_rp_excess_factor,phot_bp_n_obs,phot_rp_n_obs
183,288.379554159,-16.3111508268,4088060686802235392,288.37955155349,0.0268,-16.31126410887,0.0267,3.2042,0.0314,-0.581,0.061,-26.311,0.05,0.1415,0.0619,-0.1142,-0.3437,-0.4415,-0.3549,-0.1746,0.204,-0.2619,-0.2031,13.3239,0.0025,13.8891,0.0089,12.6175,0.0067,54.72,13.11,288.379554159,0.9478,-16.3111508268,0.7752,50.4,113,1.252,12,12
184,288.532381618,-16.3257968515,4088058139870043264,288.53237457567,0.16,-16.32591063558,0.174,2.885,0.2684,-1.57,0.362,-26.427,0.262,0.2279,-0.2038,-0.1498,-0.1674,-0.7444,-0.3545,0.1651,0.2548,-0.3511,-0.3541,17.3305,0.0023,18.76,0.0419,16.1657,0.0076,,,288.532381618,5.61,-16.3257968515,4.0607,117.74,96,1.442,10,11
185,288.617348684,-16.3339843555,4088057521393630848,288.61734463576,0.0591,-16.33409926001,0.0495,3.175,0.0966,-0.902,0.257,-26.688,0.162,0.2359,-0.3192,-0.393,0.1731,-0.4747,-0.4006,0.1771,0.7312,-0.6547,-0.6936,12.1774,2.0E-4,12.5662,0.0018,11.6406,0.0011,43.63,1.34,288.617348684,3.9786,-16.3339843555,2.5098,73.88,90,1.211,10,10
186,288.549846604,-16.3608123786,4088057212156821888,288.54983899993,0.1102,-16.3609280666,0.0938,3.0825,0.127,-1.695,0.266,-26.869,0.189,0.0023,-0.1026,0.0115,-0.3274,-0.4383,-0.4371,0.078,0.2534,-0.2775,-0.3866,16.589,0.0015,18.0391,0.0213,15.4029,0.0025,,,288.549846604,4.1273,-16.3608123786,2.9243,135.97,103,1.463,11,11
187,288.752134356,-16.2401405422,4088053982340061696,288.75213025214,0.0674,-16.24025692273,0.0523,3.1756,0.0569,-0.915,0.137,-27.03,0.101,-0.0704,-0.1463,0.3327,-0.6629,-0.1521,-0.5723,-0.0482,-0.1506,-0.0914,-0.3896,11.3223,5.0E-4,11.7025,0.0022,10.7941,0.0014,41.86,7.69,288.752134356,2.1174,-16.2401405422,1.5727,204.91,106,1.21,13,13
188,288.668728622,-16.3095608594,4088051783318575488,288.66872538821,0.0265,-16.3096731401,0.0226,3.1572,0.0304,-0.721,0.051,-26.078,0.043,0.1564,-0.1785,-0.0971,-0.2596,-0.3222,-0.1478,-0.2091,-0.2273,0.0747,0.0809,13.5202,5.0E-4,14.0555,0.0018,12.8481,0.0014,,,288.668728622,0.7909,-16.3095608594,0.6689,70.07,127,1.239,13,13
189,288.814200516,-16.3310178372,4088049451167613056,288.81419651903,0.1013,-16.33113109918,0.0676,3.0705,0.0522,-0.891,0.196,-26.306,0.128,-0.7377,-0.356,0.7988,-0.828,0.196,-0.8183,0.6163,-0.374,0.2885,-0.7419,10.3449,6.0E-4,10.6926,0.0012,9.8587,0.001,41.25,0.25,288.814200516,3.0431,-16.3310178372,1.9841,224.58,112,1.199,14,11
190,288.88677332,-16.3441391704,4088048523454649984,288.88677116137,0.0474,-16.34425496276,0.0377,3.2328,0.0488,-0.481,0.091,-26.894,0.076,0.0029,-0.2261,-0.0305,-0.2991,-0.1104,-0.2321,-0.2271,-0.2612,0.1326,-0.0164,10.0993,0.0011,10.454,0.0011,9.6195,0.0014,42.07,0.24,288.88677332,1.4137,-16.3441391704,1.1719,341.78,121,1.192,15,16
191,288.479036686,-16.4820675064,4088042888457322624,288.47903551342,0.0361,-16.48218213409,0.0334,3.2241,0.0386,-0.261,0.069,-26.623,0.061,0.375,-0.0073,-0.3803,-0.3158,-0.2993,-0.2197,-0.4064,-0.2236,-0.02,0.2649,12.7867,3.0E-4,13.2297,0.0014,12.1967,8.0E-4,46.39,1.81,288.479036686,1.0778,-16.4820675064,0.9421,166.49,144,1.221,16,17
192,288.157752285,-16.4677250807,4088034161083427968,288.15774958834,0.024,-16.46783841011,0.0217,3.1963,0.0257,-0.601,0.046,-26.322,0.038,0.225,0.1168,-0.4868,-0.215,-0.3032,-0.0785,-0.4898,-0.4001,0.104,0.1942,13.033,8.0E-4,13.5099,0.0025,12.4067,0.0013,40.85,1.48,288.157752285,0.7206,-16.4677250807,0.5929,154.51,155,1.231,17,16
193,288.430599671,-16.8197373671,4088004611707768320,288.43059653787,0.0492,-16.81984817895,0.0647,3.1944,0.0955,-0.696,0.108,-25.737,0.078,0.3806,-0.1609,-0.1386,-0.3394,-0.7364,0.3828,-0.5359,-0.7112,0.3414,-0.0184,12.2759,2.0E-4,12.6676,0.0018,11.7357,0.0011,42.86,1.42,288.430599671,1.6806,-16.8197373671,1.2034,170.36,131,1.212,15,15
194,287.847121101,-17.1569327547,4087900875348737792,287.84711991327,0.0297,-17.15704645669,0.0284,3.192,0.0385,-0.264,0.073,-26.408,0.054,0.2351,-0.0365,-0.2458,-0.2261,-0.5102,-0.3777,-0.0607,0.3276,-0.3652,-0.2956,13.62,6.0E-4,14.1691,0.0053,12.9372,0.0015,,,287.847121101,1.1321,-17.1569327547,0.8337,87.22,129,1.241,15,14
195,288.937982649,-16.3877123536,4087860506965490560,288.93797658902,0.0455,-16.38782669901,0.0323,3.1959,0.0445,-1.35,0.085,-26.558,0.062,-0.0788,-0.3429,-0.1264,-0.2137,-0.1397,-0.1864,-0.2335,-0.1525,0.0428,-0.2156,11.6452,3.0E-4,11.9911,0.0026,11.1514,0.0012,,,288.937982649,1.313,-16.3877123536,0.9632,177.33,148,1.205,16,16
196,288.889764886,-16.4269055391,4087858819031214336,288.88975921358,0.092,-16.42702493956,0.0698,3.1707,0.0849,-1.264,0.167,-27.732,0.127,-0.1794,-0.3928,0.1732,-0.4165,0.0405,-0.3959,-0.1908,-0.3458,0.1379,-0.2039,14.455,4.0E-4,15.2175,0.0046,13.6124,0.0016,,,288.889764886,2.5853,-16.4269055391,1.9748,500.78,116,1.289,10,9
197,289.024084461,-16.4896870138,4087855902760478592,289.02407998646,0.0363,-16.48979907434,0.0267,3.2081,0.0322,-0.997,0.071,-26.027,0.052,-0.2325,-0.2322,0.484,-0.6202,-0.3232,-0.505,0.1459,-0.1537,0.083,-0.4199,13.0382,0.001,13.5074,0.0036,12.4258,0.0022,,,289.024084461,1.0994,-16.4896870138,0.8017,64.07,121,1.225,13,13
198,289.024566864,-16.4967047825,4087855696602045312,289.02456172485,0.0514,-16.49681905092,0.0444,3.2532,0.0591,-1.145,0.093,-26.54,0.079,0.1903,-0.3001,0.0067,-0.4312,-0.3474,-0.2072,-0.3797,-0.3782,0.2099,0.0474,12.4144,4.0E-4,12.907,0.002,11.7849,0.0019,43.23,2.37,289.024566864,1.4443,-16.4967047825,1.2186,135.89,113,1.226,12,10
199,288.883327421,-16.5763550114,4087850783153647104,288.8833227291,0.0555,-16.5764658838,0.0461,3.1443,0.0819,-1.044,0.233,-25.751,0.146,0.058,-0.358,-0.2815,0.1183,-0.5276,-0.4879,0.3055,0.6956,-0.6642,-0.8079,15.2333,5.0E-4,16.081,0.0064,14.1396,0.0308,,,288.883327421,3.6045,-16.5763550114,2.2667,116.03,102,1.502,9,11
200,288.897211067,-16.5699361402,4087847862581712768,288.89720891974,0.0755,-16.57005248553,0.0699,3.2768,0.122,-0.478,0.213,-27.022,0.14,0.3854,-0.5893,-0.3636,0.2023,-0.7338,-0.6153,0.4412,0.6529,-0.6185,-0.6964,12.7102,0.0043,13.2977,0.0324,12.0338,0.0106,,,288.897211067,3.3006,-16.5699361402,2.1703,233.33,87,1.221,11,9
201,289.270086336,-16.6146075189,4087838688531416320,289.27008067468,0.0448,-16.6147212879,0.0371,3.3016,0.0463,-1.26,0.085,-26.424,0.069,0.2201,-0.1599,-0.1316,-0.3842,-0.1664,-0.2969,-0.3497,-0.2731,0.021,0.063,10.3165,7.0E-4,10.6387,9.0E-4,9.8574,0.0012,42.7,0.41,289.270086336,1.3241,-16.6146075189,1.0755,322.53,137,1.195,14,16
202,289.207323848,-16.6493851644,4087838104415873920,289.20732099771,0.0397,-16.64949802414,0.0318,3.1916,0.0412,-0.634,0.076,-26.213,0.064,0.057,-0.161,0.0526,-0.3785,-0.0719,-0.3176,-0.1438,-0.3043,0.1606,0.0943,14.9409,5.0E-4,15.7621,0.0049,14.0619,0.0021,,,289.207323848,1.1781,-16.6493851644,0.9852,122.49,123,1.301,14,14
203,289.021809102,-16.8822619682,4087826761390246272,289.0218063522,0.0356,-16.88237601632,0.0314,3.2935,0.0357,-0.611,0.072,-26.489,0.061,0.2246,0.0678,-0.4147,-0.1937,-0.2035,-0.1464,-0.4088,-0.1881,-0.0106,0.1437,11.4506,4.0E-4,11.7797,0.0016,10.9742,0.0013,41.77,0.88,289.021809102,1.1097,-16.8822619682,0.9471,266.14,147,1.202,17,17
204,288.641714309,-16.6915510156,4087825563110796672,288.64170902598,0.0248,-16.69166634252,0.0224,3.2667,0.0266,-1.175,0.05,-26.786,0.042,0.1845,0.0213,-0.2787,-0.2414,-0.3114,-0.1779,-0.3273,-0.1475,0.0307,0.1378,14.1787,6.0E-4,14.8068,0.0063,13.4043,0.0044,,,288.641714309,0.7745,-16.6915510156,0.6591,129.5,168,1.281,17,17
205,288.69087331,-16.6979252555,4087824704117287040,288.69087175977,0.119,-16.6980402976,0.1063,3.1227,0.1321,-0.345,0.242,-26.719,0.199,0.0664,0.2198,-0.0315,-0.3986,-0.4118,-0.3672,-0.137,0.0603,-0.1184,0.0719,17.3633,0.0014,18.666,0.0573,16.1965,0.0124,,,288.69087331,3.7558,-16.6979252555,3.0872,187.47,151,1.469,16,15
206,288.555415905,-16.9683117295,4087810960221789568,288.55541160721,0.1178,-16.96842430649,0.1329,3.4981,0.1795,-0.955,0.233,-26.147,0.196,0.2042,0.0615,-0.2835,-0.281,-0.6221,0.0966,-0.4299,-0.4852,0.2291,0.1849,17.6148,0.0015,19.0137,0.0143,16.4238,0.0058,,,288.555415905,3.6131,-16.9683117295,3.0409,201.9,162,1.478,14,15
207,288.833747696,-17.08438948,4087799655867454720,288.83374127289,0.026,-17.08449859825,0.0255,3.1981,0.0327,-1.426,0.052,-25.344,0.05,0.3569,-0.0107,-0.1902,-0.1627,-0.3718,0.0076,-0.2685,-0.394,0.2025,0.3791,13.6086,5.0E-4,14.1583,0.0019,12.9325,0.0014,,,288.833747696,0.8118,-17.08438948,0.7697,68.2,129,1.236,17,15
208,288.802491713,-17.0867123491,4087799621507741312,288.80248664572,0.0478,-17.08682800633,0.0464,3.394,0.0587,-1.125,0.096,-26.862,0.077,0.1349,0.2342,-0.5218,-0.1371,-0.491,0.102,-0.4902,-0.5066,0.2005,0.1474,10.9113,4.0E-4,11.2181,0.001,10.4617,9.0E-4,43.73,0.84,288.802491713,1.4898,-17.0867123491,1.1987,169.6,123,1.197,14,14
209,289.371722943,-16.7465763036,4087789141787176704,289.37171610146,0.0257,-16.74668915464,0.0212,3.2898,0.0294,-1.522,0.048,-26.211,0.041,0.2045,-0.2878,0.0014,-0.3411,-0.3628,-0.1634,-0.2651,-0.2785,0.1546,0.0576,13.0408,0.0021,13.5476,0.0071,12.3867,0.0039,,,289.371722943,0.7492,-16.7465763036,0.6284,114.36,140,1.238,16,14
210,289.391797362,-16.8716091705,4087782677845919744,289.39179551308,0.0505,-16.87172666524,0.0435,3.2506,0.0489,-0.411,0.098,-27.289,0.083,0.3429,-0.1533,-0.4026,-0.3036,-0.1448,-0.295,-0.4328,-0.1009,-0.0443,0.228,12.3563,7.0E-4,12.7608,0.0032,11.7969,0.0024,,,289.391797362,1.5256,-16.8716091705,1.2891,154.09,107,1.218,12,11
211,289.379186317,-16.9544386995,4087770239621640704,289.37918015536,0.0778,-16.95455266106,0.0652,3.2982,0.0888,-1.369,0.186,-26.468,0.132,0.0276,-0.066,0.045,-0.3161,-0.4176,-0.3998,0.0773,0.2361,-0.2127,-0.2607,16.2387,0.0013,17.3831,0.0082,15.1801,0.0059,,,289.379186317,2.8869,-16.9544386995,2.0499,95.57,95,1.385,9,10
212,289.362752533,-17.0631210253,4087762371240557696,289.36274735765,0.0286,-17.06323152511,0.027,3.1952,0.0339,-1.149,0.063,-25.664,0.051,0.1328,0.1064,-0.105,-0.3642,-0.4265,-0.3492,-0.1279,0.1654,-0.3111,-0.2289,13.0324,5.0E-4,13.4983,0.0016,12.4217,0.0012,42.34,2.35,289.362752533,0.9778,-17.0631210253,0.7937,68.04,111,1.225,13,13
213,288.710108433,-17.2821137472,4087742824859102208,288.71010285762,0.1079,-17.28222732905,0.1031,3.0603,0.1231,-1.236,0.211,-26.38,0.2,0.3942,0.0616,-0.2576,-0.3713,-0.276,-0.2578,-0.3758,-0.3233,0.1243,0.4599,17.4284,0.0015,18.8545,0.0187,16.2468,0.0024,,,288.710108433,3.2721,-17.2821137472,3.1038,170.86,139,1.462,15,13
214,289.1530426,-17.219488698,4087736159069458304,289.15303981456,0.0365,-17.21960036466,0.0341,3.252,0.0381,-0.618,0.069,-25.935,0.062,0.4182,-0.0726,-0.4194,-0.296,-0.2787,-0.1837,-0.4624,-0.3026,0.0448,0.3343,12.0907,2.0E-4,12.4567,0.0018,11.5744,9.0E-4,42.91,0.74,289.1530426,1.0704,-17.219488698,0.9543,144.04,156,1.209,17,17
215,289.007101152,-17.2657663337,4087735025198194176,289.00709491724,0.0558,-17.26588164045,0.0535,3.404,0.072,-1.383,0.111,-26.781,0.094,0.1548,0.0012,-0.2783,-0.1388,-0.5098,0.0689,-0.2971,-0.3467,0.1784,0.1851,16.2722,0.001,17.4274,0.0092,15.2067,0.0035,,,289.007101152,1.7237,-17.2657663337,1.4592,195.78,163,1.39,16,17
216,288.40590332,-17.1239524092,4087714409360276864,288.40590001525,0.0391,-17.1240621822,0.0362,3.348,0.0464,-0.733,0.075,-25.496,0.07,0.3117,-0.2508,-0.0194,-0.257,-0.3602,-0.0825,-0.209,-0.3007,0.1968,0.3214,13.3283,6.0E-4,13.8864,0.0027,12.6383,0.0016,39.97,2.8,288.40590332,1.1599,-17.1239524092,1.0902,414.94,148,1.243,16,15
217,288.68263046,-17.6618961531,4087622153460553216,288.68262814679,0.0296,-17.66201178671,0.0225,3.32,0.0304,-0.512,0.057,-26.857,0.045,0.0899,-0.3603,-0.308,-0.0986,-0.2578,-0.1118,-0.2851,0.0062,-0.0103,-0.0864,13.0295,5.0E-4,13.5038,0.0022,12.4144,0.0014,44.73,3.23,288.68263046,0.8864,-17.6618961531,0.6916,106.48,124,1.224,14,14
218,289.432104135,-17.3299970473,4084751706554608000,289.4320994172,0.0233,-17.3301071123,0.0224,3.2045,0.0262,-1.046,0.045,-25.563,0.039,0.2661,-0.0175,-0.2498,-0.3403,-0.3674,-0.2017,-0.3929,-0.2394,0.0284,0.1591,14.0832,5.0E-4,14.5259,0.0233,13.2246,0.0099,,,289.432104135,0.6936,-17.3299970473,0.608,127.99,173,1.427,17,16
